1080,29.64
1080,29.62
1080,29.62
1080,29.62
1080,29.61
1080,29.62
1080,29.61
1080,29.63
1080,29.61
1080,29.58
1080,29.57
1080,29.57
1080,29.56
1080,29.54
1080,29.52
1080,29.53
1080,29.53
1080,29.56
1080,29.56
1080,29.55
1080,29.57
1080,29.56
1080,29.56
1080,29.56
1080,29.55
1080,29.57
1080,29.58
1080,29.54
1080,29.54
1080,29.54
1080,29.54
1080,29.55
1080,29.53
1080,29.55
1080,29.55
1080,29.54
1080,29.54
1080,29.55
1080,29.55
1080,29.55
1080,29.57
1080,29.54
1080,29.51
1080,29.53
1080,29.52
1080,29.52
1080,29.51
1080,29.52
1080,29.49
1080,29.54
1080,29.54
1080,29.54
1080,29.55
1080,29.56
1080,29.59
1080,29.55
1080,29.56
1080,29.58
1080,29.57
1080,29.57
1080,29.55
1080,29.6
1080,29.62
1080,29.59
1080,29.62
1080,29.61
1080,29.59
1080,29.58
1080,29.57
1080,29.58
1080,29.58
1080,29.59
1080,29.6
1080,29.61
1080,29.58
1080,29.57
1080,29.57
1080,29.56
1080,29.54
1080,29.53
1080,29.55
1080,29.55
1080,29.52
1080,29.53
1080,29.5
1080,29.52
1080,29.49
1080,29.49
1080,29.48
1080,29.47
1080,29.48
1080,29.5
1080,29.51
1080,29.51
1080,29.49
1080,29.5
1080,29.5
1080,29.52
1080,29.5
1080,29.5
1080,29.4
1080,29.36
1080,28.92
1080,29.22
1080,29.42
1080,29.85
1080,29.72
1080,29.91
1080,29.37
1080,29.37
1080,29.36
1080,29.26
1080,29.26
1080,29.36
1080,29.72
1080,29.36
1080,28.96
1080,28.81
1080,28.85
1080,28.45
1080,28.54
1080,27.96
1080,27.03
1080,26.74
1080,26.12
1080,25.86
1080,25.05
1080,24.63
1080,24.29
1080,24.14
1080,23.86
1080,23.36
1080,22.76
1080,21.78
1080,20.81
1080,19.55
1080,18.68
1080,17.86
1080,17.27
1080,15.74
1080,14.75
1080,13.74
1080,12.39
1080,10.58
1080,8.99
1080,7.57
1080,6.07
1080,4.25
1080,2.61
1080,0.55
1080,-1.28
1080,-3.57
1080,-5.95
1080,-7.28
1080,-9.64
1080,-12.33
1080,-14.71
1080,-16.57
1080,-16.51
1080,-22.22
1080,-28.06
1080,-33.44
1080,-35.91
1080,-41.61
1080,-45.85
1080,-46.34
1080,-45.71
1080,-46.24
1080,-40.86
1080,-35.29
1080,-34.5
1080,-33.82
1080,-31.77
1080,-33.12
1080,-33.55
1080,-34.68
1080,-35.61
1080,-35.71
1080,-33.35
