1080,-33.07
1080,-32.49
1080,-32.11
1080,-32.48
1080,-32.73
1080,-32.24
1080,-32.23
1080,-32.43
1080,-32.91
1080,-31.86
1080,-32.01
1080,-31.93
1080,-32.58
1080,-32.16
1080,-32.24
1080,-33.37
1080,-33.58
1080,-33.27
1080,-32.89
1080,-32.78
1080,-33.23
1080,-34.59
1080,-36.12
1080,-35.82
1080,-35.2
1080,-35.73
1080,-35.21
1080,-34.81
1080,-35.01
1080,-34.83
1080,-35.19
1080,-35.27
1080,-35.05
1080,-34.89
1080,-35
1080,-34.9
1080,-34.49
1080,-33.8
1080,-33.39
1080,-33.09
1080,-32.21
1080,-31.83
1080,-31.76
1080,-31.55
1080,-30.64
1080,-31.1
1080,-31.4
1080,-31.77
1080,-31.32
1080,-31.19
1080,-30.95
1080,-30.99
1080,-31.2
1080,-30.72
1080,-30.28
1080,-30.02
1080,-29.69
1080,-29.98
1080,-29.32
1080,-28.92
1080,-28.18
1080,-28.22
1080,-28.01
1080,-27.43
1080,-27.53
1080,-26.62
1080,-26.39
1080,-25.21
1080,-24.58
1080,-24.15
1080,-23.52
1080,-22.79
1080,-21.6
1080,-20.69
1080,-19.29
1080,-18.99
1080,-18.47
1080,-17.39
1080,-16.43
1080,-15.43
1080,-14.49
1080,-13.52
1080,-12.6
1080,-11.31
1080,-10.56
1080,-8.66
1080,-7.97
1080,-6.62
1080,-5.13
1080,-3.48
1080,-1.64
1080,-0.23
1080,1.49
1080,3.05
1080,4.82
1080,6.12
1080,7.78
1080,9.09
1080,11
1080,12.78
1080,15.04
1080,15.85
1080,16.92
1080,19.62
1080,25.57
1080,32.17
1080,34.11
1080,35.66
1080,36.87
1080,38.92
1080,35.82
1080,33.99
1080,30.56
1080,27.28
1080,28.49
1080,30.59
1080,29.27
1080,29.13
1080,29.39
1080,27.87
1080,27.33
1080,26.97
1080,24.97
1080,23.46
1080,23.44
1080,23.45
1080,24.44
1080,24.26
1080,23.73
1080,22.74
1080,22.85
1080,22.17
1080,22.49
1080,21.64
1080,21.61
1080,21.41
1080,21.7
1080,21.66
1080,21.73
1080,21.78
1080,21.76
1080,22.66
1080,22.22
1080,22.7
1080,24.09
1080,27.41
1080,30.42
1080,33.06
1080,34.14
1080,34.75
1080,34.26
1080,34.16
1080,31.8
1080,30.34
1080,29.79
1080,29.44
1080,29.6
1080,30.43
1080,29.63
1080,28.87
1080,28.37
1080,27.77
1080,27.17
1080,26.51
1080,26.36
1080,26.15
1080,26.61
1080,26.18
1080,26.67
1080,26.95
1080,28.5
1080,30.13
1080,31.61
1080,32.57
1080,32.88
1080,33.12
1080,32.94
1080,32.47
1080,32.08
1080,31.66
1080,31.01
1080,30.72
1080,30.56
1080,30.45
1080,29.94
1080,29.71
1080,28.97
1080,29.35
1080,29.28
1080,29.83
1080,29.73
1080,30.3
1080,30.22
1080,30.56
1080,30.61
1080,30.75
1080,30.67
1080,30.65
1080,30.97
1080,30.75
1080,30.83
1080,30.62
1080,30.8
1080,30.53
1080,30.49
1080,30.52
1080,30.57
1080,30.65
1080,31.04
1080,31.36
1080,31.59
1080,31.54
1080,31.57
1080,31.19
1080,31.05
1080,30.65
1080,30.98
1080,30.78
1080,30.75
1080,30.82
1080,30.7
1080,30.92
1080,30.7
1080,30.83
1080,30.41
1080,30.38
1080,29.78
1080,30.07
1080,29.46
1080,30.18
1080,29.84
1080,30.36
1080,29.87
1080,30.13
1080,29.9
1080,30.33
1080,30.65
1080,30.64
1080,30.92
1080,30.91
1080,31.1
1080,30.98
1080,30.94
1080,31
